,3-gram,*/*
2606,KAT,46191352
2607,OLF,46179259
2608,DUN,46079677
2609,COB,46063639
2610,VEH,45983831
2611,ZAB,45849842
2612,FAB,45678887
2613,PHS,45571329
2614,YBO,45482594
2615,LGA,45406549
2616,OCL,45298005
2617,DUM,45140006
2618,FFL,45006135
2619,ELC,45004427
2620,CEF,44998279
2621,YNE,44926812
2622,ILW,44814935
2623,UDS,44754706
2624,AOR,44737326
2625,EPP,44698497
2626,UVE,44644838
2627,TYR,44566556
2628,AQU,44535619
2629,PIG,44516069
2630,LYN,44378102
2631,WDE,44375405
2632,GAP,44254373
2633,TOX,44130951
2634,LGE,44063505
2635,AHE,43829672
2636,DUK,43800340
2637,AYL,43754956
2638,DAB,43730339
2639,CHT,43712017
2640,AES,43692191
2641,ADH,43687214
2642,BOI,43639861
2643,ARF,43612441
2644,XIT,43491917
2645,OHE,43327063
2646,MOG,43310193
2647,TUC,43284274
2648,OBO,43244580
2649,UNU,43232343
2650,EIZ,43220194
2651,NAU,43069037
2652,TUL,43039258
2653,IPH,42747383
2654,RAO,42646899
2655,EGN,42629907
2656,IGM,42573497
2657,SAK,42498066
2658,OFO,42423931
2659,UNO,42423881
2660,IOC,42399400
2661,VAD,42393558
2662,AXA,42335328
2663,RPT,42266880
2664,MYT,42242388
2665,HTY,42217614
2666,FUG,42189852
2667,LLN,42163692
2668,OGS,42140119
2669,VOK,42064008
2670,EGM,42016539
2671,DTH,41934974
2672,XEM,41908609
2673,KOR,41873989
2674,LRO,41664122
2675,SIP,41659662
2676,AJE,41592970
2677,LYZ,41569794
2678,FTI,41558472
2679,COF,41556211
2680,WOL,41543236
2681,NOG,41434851
2682,WYE,41419036
2683,LMA,41417784
2684,EUD,41401161
2685,XON,41323392
2686,SDA,41297383
2687,UAI,41211401
2688,LDO,41207381
2689,DIX,41191582
2690,APL,41174116
2691,IPU,41132198
2692,FUE,41111191
2693,YLA,41084458
2694,XIE,41077029
2695,LKS,40977581
2696,POV,40962585
2697,SSR,40948556
2698,ONJ,40919416
2699,ECC,40880591
2700,URL,40757377
2701,HNE,40745282
2702,HWE,40518072
2703,NHI,40403148
2704,RML,40365887
2705,IDN,40345326
2706,NRI,40136156
2707,FOS,40098304
2708,XII,40046952
2709,SIU,40006316
2710,DMA,39880211
2711,EDN,39878353
2712,GOU,39838948
2713,CAC,39833515
2714,LMI,39731775
2715,XVI,39665014
2716,TEW,39654094
2717,CCL,39627359
2718,HTF,39536227
2719,HYL,39475354
2720,AWY,39436186
2721,DHE,39325079
2722,HAY,39281114
2723,INM,39250672
2724,XHA,38884381
2725,NAK,38881999
2726,NBE,38865054
2727,ETL,38792070
2728,FON,38790832
2729,XTS,38688191
2730,CKW,38681851
2731,DOX,38662437
2732,URM,38625936
2733,KWA,38547146
2734,TOE,38546975
2735,EMM,38485213
2736,EEZ,38439345
2737,OAK,38432523
2738,BIE,38365458
2739,DAD,38350865
2740,ROH,38272623
2741,DNA,38243232
2742,IBA,38221126
2743,IBB,38191925
2744,FFU,38165531
2745,ISG,38113929
2746,VEC,38096794
2747,NJE,38083475
2748,XTI,38081121
2749,IRU,38006861
2750,HAZ,37995345
2751,LIU,37982424
2752,YTO,37971483
2753,YGE,37971100
2754,LAZ,37906543
2755,KON,37894411
2756,BBL,37858509
2757,LPI,37782948
2758,PTY,37762266
2759,DVO,37733112
2760,XAS,37669698
2761,NYW,37593047
2762,VAB,37581179
2763,YRO,37544633
2764,IEG,37523606
2765,LUL,37519077
2766,SOT,37454636
2767,GLU,37438168
2768,SDO,37427078
2769,ONK,37340249
2770,EGS,37334405
2771,WET,37146726
2772,EBU,36970514
2773,YND,36866388
2774,BAK,36857740
2775,FTW,36831321
2776,AKA,36808192
2777,TOK,36678800
2778,ONW,36615523
2779,NMA,36492247
2780,SDI,36409110
2781,YRA,36344226
2782,XYG,36307552
2783,DIB,36237497
2784,UCO,36131083
2785,NYM,36015443
2786,EOF,35988144
2787,VOY,35948613
2788,DIZ,35940267
2789,TEF,35902216
2790,NUL,35899089
2791,OTR,35886749
2792,RHY,35848049
2793,ILR,35761242
2794,GAU,35703912
2795,ABD,35687975
2796,AWF,35627709
2797,UNB,35612787
2798,YLV,35556967
2799,EZE,35548549
2800,LDL,35396336
2801,ESM,35336801
2802,HTH,35292632
2803,KHA,35245798
2804,TUI,35237567
2805,BUF,35181251
2806,OEF,35177988
2807,BTL,35161544
2808,OTY,35118546
2809,DHO,35076237
2810,PAD,35051181
2811,RPS,34965242
2812,IDT,34876593
2813,GNM,34859991
2814,MBS,34807049
2815,DHI,34751365
2816,GRY,34692888
2817,ZEA,34678498
2818,ISB,34672452
2819,KEW,34669967
2820,BAP,34618890
2821,AUM,34529793
2822,KIR,34525971
2823,KSO,34490692
2824,JUM,34432854
2825,PSI,34370213
2826,MNI,34295204
2827,HEP,34242113
2828,HOG,34223717
2829,XIL,34212508
2830,KSH,34092428
2831,TUF,34065696
2832,MAZ,33895141
2833,YNO,33799439
2834,HYT,33724500
2835,OLM,33709671
2836,LBO,33450595
2837,EID,33447795
2838,KIE,33440970
2839,USY,33432220
2840,UGL,33384719
2841,YZE,33379021
2842,TNA,33374460
2843,VAP,33183909
2844,WRA,32966259
2845,RPA,32955088
2846,LGI,32784559
2847,OSM,32765120
2848,MAH,32685860
2849,GUY,32600216
2850,HAF,32600010
2851,PSO,32497296
2852,OYI,32489798
2853,OCY,32443921
2854,PEP,32427397
2855,WFU,32341157
2856,DDH,32319005
2857,EOM,32313632
2858,INB,32306748
2859,UOR,32067828
2860,NUN,32011521
2861,GID,31947473
2862,NHO,31887897
2863,DEU,31886843
2864,NZY,31825971
2865,PUM,31824408
2866,OSH,31793466
2867,CAI,31762725
2868,AER,31755818
2869,SYR,31723138
2870,OHA,31664534
2871,AIC,31629161
2872,CUE,31614917
2873,TSO,31588504
2874,MAU,31585396
2875,HEB,31558758
2876,AWL,31530006
2877,UNH,31509749
2878,HYM,31494933
2879,IAC,31463894
2880,NWI,31461891
2881,ESB,31434847
2882,GRU,31426337
2883,RGH,31364488
2884,UBO,31277503
2885,ZZL,31258030
2886,RIX,31255788
2887,XCU,31243053
2888,BAI,31228330
2889,NNS,31223864
2890,TET,31218928
2891,ELB,31175066
2892,NBU,31121129
2893,GGS,31084660
2894,NPR,31060689
2895,FIA,31041303
2896,DOZ,31018888
2897,XIB,31013948
2898,ARX,30991039
2899,ULK,30989438
2900,DDY,30955021
2901,NDF,30954841
2902,EKE,30951353
2903,LIL,30947583
2904,AUX,30946566
2905,TST,30864919
2906,UBU,30781503
2907,NRO,30768076
2908,MAB,30737973
2909,RBS,30715603
2910,HMI,30680049
2911,DGI,30656323
2912,YMA,30628980
2913,ULM,30619738
2914,NEQ,30595337
2915,ETN,30515252
2916,IGS,30513886
2917,IPO,30407546
2918,LDH,30278099
2919,MNS,30274722
2920,DSC,30266711
2921,IFL,30265441
2922,RRH,30252184
2923,ESK,30240681
2924,NEP,30232901
2925,STW,30202489
2926,OXE,30188629
2927,FEV,30144522
2928,LPS,30127163
2929,AHO,30121530
2930,DYS,30062228
2931,DAG,30057834
2932,HAC,30043576
2933,ANZ,30035140
2934,ZYM,30007884
2935,AGS,29957646
2936,OLN,29954725
2937,NSY,29943299
2938,GHI,29864477
2939,KAL,29779558
2940,IOM,29751899
2941,EJU,29741424
2942,MUD,29625800
2943,KLA,29576416
2944,RCY,29572071
2945,TUG,29565240
2946,SSY,29534171
2947,AWE,29415557
2948,BBO,29395210
2949,SRO,29333171
2950,OVO,29290615
2951,IBO,29236007
2952,ESQ,29224902
2953,RFI,29217115
2954,RGR,29209753
2955,XXI,29147653
2956,RYL,29048623
2957,LCI,29039027
2958,EXO,29008177
2959,RKN,28971707
2960,MUE,28963598
2961,UZZ,28932187
2962,RCR,28893205
2963,MCC,28841793
2964,FFR,28692520
2965,HST,28624150
2966,BRY,28552423
2967,OGO,28532777
2968,AKN,28519249
2969,DEI,28509183
2970,BNO,28438291
2971,OQU,28412446
2972,RBU,28358061
2973,TUP,28240526
2974,GEE,28234229
2975,CYL,28225640
2976,RYW,28205161
2977,HOA,28202255
2978,ENB,28193939
2979,SLU,28140337
2980,LRY,28073202
2981,AWK,28068672
2982,DHA,28059366
2983,UCR,28036823
2984,SFY,27970708
2985,LAH,27857110
2986,HOV,27853081
2987,ABN,27796599
2988,ANL,27780603
2989,NDW,27740577
2990,LYC,27689917
2991,YMM,27667168
2992,JIM,27612214
2993,JEF,27579476
2994,RQU,27513316
2995,CIU,27378819
2996,SKA,27359435
2997,NGF,27310740
2998,SOA,27273485
2999,SMU,27263791
3000,YDE,27254475
3001,LBA,27098220
3002,RAK,27032536
3003,YLL,26954122
3004,JEN,26947966
3005,SOB,26916669
3006,HEV,26756893
3007,ESY,26748312
3008,OSL,26723634
3009,WNI,26672086
3010,NZE,26597862
3011,AMN,26551612
3012,UAS,26536345
3013,ATF,26446886
3014,UNM,26425047
3015,EMU,26423209
3016,OSY,26395274
3017,EIC,26375881
3018,HLI,26333216
3019,YNC,26328222
3020,IOP,26311714
3021,UPW,26228551
3022,MNA,26225118
3023,LLM,26168050
3024,PWA,26153136
3025,KAY,26144519
3026,IXI,26122281
3027,DMO,26059717
3028,DUB,26006566
3029,ZIL,25994105
3030,DDS,25981492
3031,ONR,25959432
3032,BBY,25855235
3033,AHM,25847962
3034,NZA,25814348
3035,DAW,25805906
3036,TGA,25800268
3037,EIM,25800089
3038,MEH,25770780
3039,UET,25747607
3040,YCE,25715517
3041,RAJ,25649840
3042,AXO,25583803
3043,ADC,25550172
3044,LUG,25547127
3045,IRP,25498210
3046,VOW,25482532
3047,TEB,25445318
3048,BTS,25424737
3049,EIP,25362933
3050,GAD,25318717
3051,LGO,25313727
3052,DCA,25281148
3053,BOB,25277530
3054,ORH,25185063
3055,SEB,25183326
3056,GAY,25182609
3057,IAH,25141380
3058,ULC,25135758
3059,TUO,25123789
3060,ZUR,25104511
3061,ZAN,25064792
3062,EWL,24999703
3063,EOT,24949260
3064,PFU,24926086
3065,SGU,24889240
3066,OGG,24843766
3067,JOE,24835377
3068,ENM,24808651
3069,OEV,24715124
3070,USK,24704324
3071,NWH,24653220
3072,HOB,24624287
3073,NJA,24621754
3074,LCH,24565190
3075,UPH,24526081
3076,NDN,24509551
3077,ESD,24489479
3078,RBY,24479524
3079,NKA,24464703
3080,ELG,24458641
3081,UBC,24425296
3082,EDM,24379016
3083,RYB,24349586
3084,XTY,24333079
3085,ZLE,24326896
3086,LFU,24274698
3087,ANW,24252400
3088,DAC,24222199
3089,PAM,24183672
3090,MMY,24175569
3091,JAR,24174245
3092,LCA,24156187
3093,YAG,24137691
3094,DEW,24131892
3095,LPF,24101719
3096,GAB,24080033
3097,YWA,24012950
3098,MLE,23998916
3099,CAY,23924005
3100,LKA,23914636
3101,EBL,23898853
3102,NDB,23783290
3103,CDO,23709370
3104,SSN,23640415
3105,DUP,23558448
3106,ORF,23553647
3107,HUA,23453136
3108,HUD,23373252
3109,VIB,23368159
3110,NDH,23359629
3111,TAV,23335950
3112,OUV,23254253
3113,UBD,23175890
3114,TEU,23152976
3115,UTW,23032391
3116,PEU,23009435
3117,DBA,22983239
3118,NWE,22979850
3119,GHS,22935604
3120,KRA,22897470
3121,DFU,22895600
3122,TSC,22868646
3123,CUN,22799416
3124,GHW,22775004
3125,NOE,22774486
3126,LFR,22729930
3127,WIV,22708801
3128,ANH,22697476
3129,RTF,22654581
3130,YPH,22635328
3131,MSO,22618893
3132,AMY,22595570
3133,AEO,22540467
3134,NAE,22522452
3135,CHS,22491150
3136,AWR,22452095
3137,BUM,22431113
3138,DFA,22377013
3139,LPT,22365892
3140,XTH,22303954
3141,KIM,22235746
3142,BBA,22227478
3143,NDP,22205354
3144,TBA,22185599
3145,NAZ,22164635
3146,NID,22162203
3147,LUO,22156707
3148,RYA,22144320
3149,UDO,22134741
3150,SRE,22112688
3151,CKO,22078274
3152,SHN,22075154
3153,EEF,21841175
3154,HUL,21822494
3155,EUP,21732951
3156,BAU,21728218
3157,ESL,21721368
3158,XIA,21677887
3159,NYI,21598782
3160,OKA,21579723
3161,EOC,21562414
3162,NPO,21507422
3163,UYE,21505397
3164,PAK,21482517
3165,FEI,21467943
3166,TAD,21456779
3167,PST,21446469
3168,XIV,21410632
3169,MIU,21346990
3170,DLO,21316924
3171,TTH,21275490
3172,RPI,21263703
3173,LDW,21256075
3174,RTG,21249047
3175,ECY,21194693
3176,WAD,21191599
3177,PAV,21151025
3178,RYD,21128109
3179,TZE,21114709
3180,LSH,21078040
3181,CKH,21076441
3182,CIZ,21052153
3183,CIB,21048209
3184,WIM,21038542
3185,RWH,21027006
3186,ILB,21005196
3187,FOX,21002806
3188,OBU,20986364
3189,PTL,20930702
3190,EKL,20906520
3191,RSY,20841224
3192,WIG,20573376
3193,RWE,20557271
3194,OEN,20505388
3195,BDO,20504752
3196,DLA,20490931
3197,NAH,20470634
3198,RDY,20451828
3199,UPY,20385070
3200,SBY,20358895
3201,BSU,20319287
3202,UUM,20314290
3203,ASL,20281888
3204,KFA,20205062
3205,YCO,20192894
3206,XUR,20181499
3207,ODL,20126824
3208,ONZ,20078146
3209,JAI,20051826
3210,EBS,20022519
3211,CUO,20018052
3212,EJO,20005040
3213,KHO,19996337
3214,OGL,19952737
3215,RNT,19932953
3216,OER,19887531
3217,SUT,19846057
3218,AKF,19835435
3219,ROZ,19832895
3220,LUK,19832150
3221,ANV,19822510
3222,UEB,19801188
3223,NPL,19795742
3224,TIU,19781835
3225,AYN,19743952
3226,CIG,19735850
3227,HYR,19727073
3228,ANF,19719450
3229,HTN,19704602
3230,EBB,19683681
3231,LBU,19682617
3232,XAG,19586289
3233,BYT,19560232
3234,OTW,19522265
3235,DQU,19515722
3236,HLA,19471570
3237,DJA,19421925
3238,RFL,19401938
3239,PNE,19360742
3240,OMN,19340258
3241,GOW,19265062
3242,HIZ,19265009
3243,LGR,19246324
3244,GGA,19240501
3245,WIE,19236072
3246,SHL,19224318
3247,AJA,19140703
3248,KMA,19109171
3249,TOY,19085632
3250,KRI,19076212
3251,IRK,19071002
3252,FAD,18999534
3253,XXX,18950344
3254,SGR,18929268
3255,OED,18880094
3256,UNJ,18872903
3257,EYN,18865188
3258,OFA,18856847
3259,EOD,18845225
3260,ADQ,18814499
3261,AZZ,18806559
3262,JUA,18806035
3263,RWO,18798621
3264,BDU,18794666
3265,ANQ,18765855
3266,IFA,18752584
3267,PUE,18748946
3268,RCT,18746572
3269,RBL,18709368
3270,OYD,18670475
3271,DBO,18659455
3272,OAM,18615140
3273,LOQ,18605036
3274,OKL,18576189
3275,ADF,18570568
3276,CIC,18551245
3277,BOH,18493738
3278,EDB,18462475
3279,PDA,18419884
3280,NLO,18407111
3281,WTO,18405870
3282,IPR,18379382
3283,YRE,18345721
3284,OLC,18325277
3285,EEA,18299946
3286,ARW,18280639
3287,GUT,18257464
3288,BAM,18237802
3289,RDW,18228493
3290,AGL,18214964
3291,RTZ,18196413
3292,UAK,18191334
3293,SOE,18157350
3294,UXU,18130013
3295,PSA,18095174
3296,KRU,18085585
3297,JUG,17982076
3298,POM,17964702
3299,SAX,17923576
3300,ADN,17923001
3301,RDN,17882434
3302,UPD,17874259
3303,XXV,17846164
3304,IZZ,17842950
3305,ILG,17812225
3306,PHU,17807970
3307,FEU,17792850
3308,HEF,17765505
3309,GOG,17755147
3310,RYN,17738003
3311,CCR,17734010
3312,CHB,17731567
3313,CLY,17727043
3314,AUF,17725497
3315,HMS,17724870
3316,NSK,17710559
3317,LYP,17695249
3318,YDA,17669251
3319,CHW,17646737
3320,WEP,17629568
3321,NIX,17600462
3322,JET,17519224
3323,IHO,17512376
3324,NBO,17495861
3325,AZY,17458141
3326,HEU,17453846
3327,GFU,17420570
3328,VAU,17372544
3329,ZIE,17362794
3330,JOK,17285292
3331,JOA,17276070
3332,CAE,17244418
3333,MEI,17207856
3334,UTM,17199538
3335,MCG,17171983
3336,LIH,17153707
3337,MEB,17150910
3338,HAO,17146685
3339,YWO,17107063
3340,LOF,17021910
3341,WAM,17009562
3342,BDI,16956149
3343,LFO,16940250
3344,ELH,16895885
3345,ODN,16894257
3346,DYE,16887636
3347,JUI,16886689
3348,EUN,16869289
3349,UBR,16849179
3350,FTL,16819232
3351,OTC,16819202
3352,EBI,16781381
3353,MYO,16776963
3354,SRU,16775743
3355,FAX,16771090
3356,HUB,16755647
3357,DOV,16753457
3358,UGO,16720615
3359,NOX,16709498
3360,EOS,16681062
3361,UDL,16593371
3362,PSU,16587868
3363,UYI,16530140
3364,UTB,16501753
3365,TNI,16494138
3366,INW,16455017
3367,NAW,16439331
3368,RKM,16392960
3369,EUV,16360664
3370,PKI,16349482
3371,RAQ,16299916
3372,AML,16295177
3373,XPI,16281640
3374,YMN,16265436
3375,KIC,16239166
3376,MRS,16226508
3377,ONP,16220898
3378,NSV,16199630
3379,GUO,16192578
3380,ACM,16183178
3381,EHR,16168440
3382,YBR,16153458
3383,URH,16142159
3384,URU,16140352
3385,TSM,16140256
3386,HMO,16091430
3387,EOI,16078171
3388,GIU,16072371
3389,DAH,16067364
3390,PBE,16066532
3391,PYI,16030421
3392,CAF,15979237
3393,FUC,15963739
3394,NYA,15949342
3395,RXI,15947580
3396,SVE,15932378
3397,BHA,15932193
3398,ARQ,15927271
3399,OLP,15910581
3400,RSC,15900402
3401,OEL,15844449
3402,AZO,15804220
3403,STP,15765857
3404,SHY,15756612
3405,RYP,15720498
3406,TPO,15717739
3407,EEV,15717427
3408,JUV,15687814
3409,EWT,15680600
3410,ZOO,15678875
3411,TBO,15651519
3412,GAC,15639430
3413,IXO,15614190
3414,MOH,15612847
3415,DDA,15600155
3416,APU,15599670
3417,LCE,15575349
3418,CZE,15543214
3419,CAK,15540095
3420,YAB,15481225
3421,WNW,15476686
3422,OWH,15475433
3423,ZEC,15459916
3424,HTO,15439502
3425,CYS,15405752
3426,VRE,15395864
3427,VIZ,15391837
3428,SBO,15385123
3429,KYO,15374324
3430,OFS,15343909
3431,SOW,15341229
3432,KUL,15340221
3433,ARU,15302189
3434,EYA,15291893
3435,RPU,15265701
3436,IBS,15264965
3437,OEC,15258571
3438,MEG,15242353
3439,NWO,15223969
3440,NGN,15201309
3441,WPO,15181078
3442,CUA,15150690
3443,AEM,15141062
3444,PHL,15133863
3445,ETZ,15113519
3446,NEB,15111713
3447,PUZ,15105237
3448,XCA,15035685
3449,EWP,15028998
3450,THC,15024450
3451,BEV,15022694
3452,WLI,15002680
3453,LAE,15001233
3454,HOF,14939961
3455,MIK,14933044
3456,NEZ,14924941
3457,IDY,14920779
3458,PUD,14918889
3459,ILF,14906757
3460,POG,14905880
3461,OTU,14903337
3462,EUC,14828712
3463,AAR,14822713
3464,ADW,14806645
3465,TLO,14801529
3466,MIM,14791247
3467,AIV,14790059
3468,NKR,14786949
3469,AFO,14774362
3470,NAY,14769641
3471,ODW,14762236
3472,GNT,14713539
3473,GOM,14713131
3474,HEG,14699837
3475,DOD,14668950
3476,IAD,14661790
3477,JAW,14640631
3478,DFO,14611388
3479,HDA,14588566
3480,CTM,14579380
3481,OKY,14565761
3482,BUB,14529459
3483,OOV,14480602
3484,MIO,14447630
3485,SBE,14376610
3486,ITF,14326300
3487,MPB,14321447
3488,RYM,14315284
3489,PEG,14310349
3490,GYM,14280896
3491,DPO,14260333
3492,DNI,14256615
3493,NYB,14228086
3494,NPA,14216807
3495,NOY,14181624
3496,AFA,14177094
3497,SKU,14143668
3498,HYB,14129806
3499,BYR,14104779
3500,EZI,14097030
3501,HBI,14075032
3502,LHI,14065490
3503,PIK,14049007
3504,IOX,14044683
3505,IOV,14030976
3506,SAA,14014601
3507,CMI,14009761
3508,DJO,13983659
3509,JAV,13977370
3510,UYS,13920626
3511,UAC,13876947
3512,BUG,13876771
3513,NKF,13835783
3514,PHT,13833747
3515,DWO,13829877
3516,CKB,13811726
3517,TAH,13794638
3518,NRA,13786931
3519,YSS,13775480
3520,EEB,13758235
3521,IRW,13731854
3522,OZA,13694638
3523,AGH,13692847
3524,BTF,13691446
3525,AAC,13675709
3526,AKO,13669002
3527,TOV,13667567
3528,JAS,13611264
3529,BTR,13602357
3530,WIP,13594199
3531,RKL,13579512
3532,WMA,13575773
3533,KAD,13559415
3534,LYR,13541721
3535,ZIO,13520191
3536,ECD,13446494
3537,RHI,13429827
3538,OYC,13403791
3539,FOE,13356418
3540,UTD,13351015
3541,MRA,13327982
3542,ULB,13297425
3543,DEH,13294160
3544,AOS,13290475
3545,USO,13256202
3546,POD,13193143
3547,ISY,13176556
3548,EAH,13165962
3549,BCO,13151996
3550,AHI,13115324
3551,ENW,13111324
3552,OZO,13110799
3553,ODR,13095037
3554,LPA,13071318
3555,STN,13065422
3556,KIP,13046961
3557,ADT,12978354
3558,ATN,12952060
3559,WAX,12943433
3560,FUM,12926175
3561,WAB,12926007
3562,EWR,12900369
3563,NIB,12899533
3564,FMA,12879762
3565,SNI,12866467
3566,IWA,12857196
3567,IKA,12844736
3568,YEN,12835995
3569,TDO,12817788
3570,ENQ,12804928
3571,OLB,12762603
3572,LSA,12722641
3573,KUP,12715377
3574,CEO,12678134
3575,CUU,12661400
3576,IDW,12658079
3577,TEH,12653919
3578,EYI,12651961
3579,EUG,12646562
3580,AYT,12643810
3581,MYC,12595274
3582,YSO,12590476
3583,NZI,12562002
3584,YOT,12538953
3585,OWM,12532383
3586,BEW,12527837
3587,HTM,12495743
3588,LPL,12492418
3589,MAO,12483915
3590,OPK,12481169
3591,OMR,12479307
3592,DUO,12478832
3593,JIN,12463094
3594,AXP,12422697
3595,UHA,12383226
3596,XAL,12374775
3597,CEC,12360271
3598,MOP,12324697
3599,IOW,12300879
3600,KAS,12250385
3601,BYL,12247463
3602,OMU,12204177
3603,VAK,12201441
3604,UVI,12142660
3605,JAH,12139869
3606,BTO,12111597
3607,NOA,12094302
3608,PSH,12072651
3609,GEB,12069863
3610,IJI,12069753
3611,TBR,12046831
3612,KTO,12033529
3613,VIK,12019859
3614,YGO,12019608
3615,MYE,12007059
3616,KIA,11966861
3617,GHN,11960500
3618,KFU,11958892
3619,ILH,11940046
3620,IZU,11939164
3621,PAW,11926997
3622,LHO,11906164
3623,HUC,11895992
3624,SEO,11865994
3625,AUB,11852676
3626,XTB,11805533
3627,KAM,11803177
3628,NIH,11792878
3629,MUG,11747468
3630,YDN,11722222
3631,LYW,11700066
3632,VOM,11690009
3633,RUF,11679356
3634,ZET,11649466
3635,UXI,11645879
3636,HUE,11624331
3637,KDO,11617571
3638,KEI,11613818
3639,VEX,11591608
3640,OSQ,11579338
3641,NYL,11559076
3642,BYE,11555659
3643,OTB,11541309
3644,MEY,11537892
3645,FOI,11537400
3646,WBO,11531926
3647,TCA,11527581
3648,LFE,11511073
3649,NBA,11500858
3650,YPS,11472066
3651,UNQ,11448787
3652,PEF,11448658
3653,NMI,11428247
3654,EHY,11420497
3655,GIG,11414439
3656,XCR,11391142
3657,IBN,11380834
3658,AHR,11378231
3659,KME,11368041
3660,IRN,11366824
3661,AII,11313107
3662,YPR,11303649
3663,FSE,11292498
3664,UGI,11281799
3665,MCK,11257039
3666,EUX,11220204
3667,OAP,11209975
3668,PIU,11182346
3669,IAE,11179632
3670,YHO,11136690
3671,YAM,11113002
3672,WLS,11110095
3673,HAH,11107242
3674,KBO,11105528
3675,EUE,11099261
3676,RDU,11094262
3677,IRV,11086473
3678,MYR,11067828
3679,LDA,11058741
3680,BMA,11056128
3681,EWC,11044420
3682,UCU,11030821
3683,OGM,11019440
3684,LIX,11009681
3685,NDT,11005686
3686,AUE,11005581
3687,MOA,10995518
3688,EUK,10986184
3689,SYD,10980084
3690,CCH,10950999
3691,REZ,10935861
3692,YOS,10903848
3693,AKD,10851794
3694,IHI,10848445
3695,TGO,10847142
3696,IAP,10833871
3697,KEM,10821048
3698,SDE,10808275
3699,LIR,10800478
3700,LEH,10792977
3701,GSI,10792767
3702,NMO,10779983
3703,KAI,10775456
3704,CGR,10746382
3705,LTD,10724526
3706,TAW,10720386
3707,YOG,10667167
3708,IVY,10660540
3709,PEW,10657274
3710,THH,10622622
3711,LYO,10602891
3712,YRU,10566233
3713,FAY,10544353
3714,YAT,10534504
3715,CEY,10528790
3716,REX,10521290
3717,UGM,10511878
3718,DSW,10504930
3719,HQU,10501517
3720,BOE,10493314
3721,KLO,10487452
3722,POX,10480893
3723,DSM,10479706
3724,MTH,10471729
3725,OYO,10439778
3726,XEN,10424539
3727,HOK,10412113
3728,UCY,10398991
3729,XTO,10393055
3730,PMA,10384414
3731,BUE,10382133
3732,ENK,10379846
3733,KUR,10359492
3734,SRI,10319091
3735,LFT,10316473
3736,WSH,10311367
3737,THQ,10298133
3738,DAK,10297750
3739,RMT,10279341
3740,SOS,10270962
3741,FEG,10266857
3742,TOF,10265396
3743,NOF,10254972
3744,XIX,10225579
3745,TOA,10201704
3746,IKH,10184417
3747,NYS,10153548
3748,TSB,10146542
3749,ZZA,10119346
3750,UEZ,10117204
3751,TSH,10115938
3752,BOG,10104964
3753,TFI,10094664
3754,COX,10092019
3755,EVY,10062040
3756,KOT,10061929
3757,JAB,10055768
3758,LPO,10049939
3759,WOK,10047320
3760,AIW,10039227
3761,YNN,10027892
3762,UOD,10018884
3763,ACS,10001024
3764,CTN,9979945
3765,FOW,9971856
3766,HCO,9940973
3767,TMI,9940779
3768,NBR,9938567
3769,ZIG,9919082
3770,DUG,9918814
3771,NEH,9911873
3772,KST,9910133
3773,AWB,9909763
3774,UVR,9908283
3775,PTC,9881337
3776,UTF,9868811
3777,NAF,9864291
3778,RKP,9855288
3779,IOA,9850832
3780,NTG,9841597
3781,YUG,9832205
3782,NIK,9827060
3783,NZO,9810194
3784,FOG,9809539
3785,ECS,9808346
3786,SBI,9801085
3787,JAY,9762355
3788,EWB,9742852
3789,MCD,9734855
3790,RDR,9732845
3791,GGY,9719770
3792,BYS,9708470
3793,FSP,9698284
3794,RSD,9692103
3795,EDF,9690915
3796,AFI,9663447
3797,KNA,9662239
3798,SSW,9654756
3799,YFU,9635916
3800,AFL,9631840
3801,LBS,9628105
3802,HYA,9608675
3803,KEA,9584587
3804,ZZI,9577774
3805,CYN,9576527
3806,IEM,9547599
3807,BIV,9546329
3808,WSO,9497165
3809,XOR,9494898
3810,UPU,9494749
3811,UAY,9484505
3812,IAZ,9458198
3813,XTA,9442392
3814,SAH,9424817
3815,AKH,9393673
3816,CYP,9386071
3817,WEG,9366083
3818,XOT,9359948
3819,OBR,9357343
3820,FGH,9356740
3821,AFG,9356740
3822,WFO,9349771
3823,YGI,9344802
3824,CTF,9343925
3825,HYG,9332712
3826,VOS,9319292
3827,LLF,9316367
3828,TCY,9300921
3829,ADG,9288534
3830,YLU,9270228
3831,RAX,9265499
3832,LTZ,9257128
3833,SGO,9238923
3834,ZEL,9236205
3835,KUN,9229705
3836,LKY,9172638
3837,DBE,9168928
3838,ZAM,9168704
3839,LOE,9166235
3840,TSK,9160880
3841,ANB,9139035
3842,BAH,9075574
3843,ABH,9068890
3844,BBR,9053547
3845,ALN,9009040
3846,WKW,9002445
3847,JOL,8975376
3848,DJE,8946524
3849,AIA,8928609
3850,AED,8912927
3851,MCL,8905667
3852,OHY,8901035
3853,DPA,8872766
3854,YIS,8868453
3855,REK,8854381
3856,CEU,8823215
3857,ZEI,8819853
3858,STC,8802688
3859,JAK,8797282
3860,XAB,8779770
3861,NCK,8774532
3862,YNG,8759391
3863,SVI,8757403
3864,ZIM,8755769
3865,DUI,8751636
3866,SBN,8751199
3867,MOZ,8731082
3868,WOV,8726886
3869,TYA,8721983
3870,LOL,8715240
3871,CKM,8707396
3872,ACD,8706588
3873,OYL,8704892
3874,BVE,8691555
3875,FOA,8678276
3876,YNI,8674662
